LOTNO,品番,検査日,検査者1,加工元,検査数,良品数,不良数,不良1,不良2,不良3,不良4,不良5
002899,19,2020-08-19,大山,WWW,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
002900,61,2017-07-27,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002901,19,2020-08-19,有田,ZZZ,80,80.0,0.0,0.0,0.0,0.0,0.0,0.0
002902,73,2017-07-27,有田,YYY,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0
002903,20,2020-08-19,大山,WWW,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002904,73,2017-07-27,有田,YYY,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
002905,42,2020-08-19,大山,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
002906,73,2017-07-27,大山,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
002907,42,2020-08-19,山田,ZZZ,55,55.0,0.0,0.0,0.0,0.0,0.0,0.0
002908,73,2017-07-27,藤田,YYY,19,19.0,0.0,0.0,0.0,0.0,0.0,0.0
002909,18,2020-08-19,鈴木,YYY,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0
002910,73,2017-07-27,大山,YYY,38,38.0,0.0,0.0,0.0,0.0,0.0,0.0
002911,18,2020-08-19,鈴木,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
002912,61,2017-07-28,有田,XXX,25,25.0,0.0,0.0,0.0,0.0,0.0,0.0
002913,42,2020-08-19,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
002914,61,2017-07-28,藤田,XXX,170,170.0,0.0,0.0,0.0,0.0,0.0,0.0
002915,42,2020-08-19,山田,WWW,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0
002916,61,2017-07-28,藤田,XXX,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
002917,42,2020-08-19,山田,ZZZ,70,70.0,0.0,0.0,0.0,0.0,0.0,0.0
002918,73,2017-07-28,有田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
002919,42,2020-08-19,山田,WWW,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0
002920,73,2017-07-28,佐藤,ZZZ,100,99.0,1.0,0.0,0.0,1.0,0.0,0.0
002921,19,2020-08-19,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002922,73,2017-07-28,鈴木,YYY,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0
002923,19,2020-08-19,鈴木,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
002924,73,2017-07-28,大山,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
002925,19,2020-08-19,有田,YYY,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0
002926,73,2017-07-28,大山,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
002927,19,2020-08-19,有田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
002928,73,2017-07-28,大山,YYY,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
002929,42,2020-08-19,有田,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
002930,73,2017-07-28,佐藤,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
002931,42,2020-08-19,有田,WWW,135,135.0,0.0,0.0,0.0,0.0,0.0,0.0
002932,73,2017-07-28,佐藤,YYY,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
002933,19,2020-08-19,有田,YYY,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0
002934,73,2017-07-28,藤田,ZZZ,200,200.0,0.0,0.0,0.0,0.0,0.0,0.0
002935,20,2020-08-19,大山,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
002936,73,2017-07-28,有田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
002937,20,2020-08-19,山田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
002938,73,2017-07-28,大山,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
002939,42,2020-08-19,山田,ZZZ,85,85.0,0.0,0.0,0.0,0.0,0.0,0.0
002940,73,2017-07-28,大山,YYY,40,39.0,1.0,0.0,0.0,1.0,0.0,0.0
002941,42,2020-08-19,山田,WWW,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002942,73,2017-07-28,鈴木,ZZZ,400,400.0,0.0,0.0,0.0,0.0,0.0,0.0
002943,42,2020-08-19,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002944,73,2017-07-28,鈴木,YYY,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0
002945,42,2020-08-19,山田,YYY,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
002946,73,2017-07-28,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002947,51,2020-08-19,鈴木,ZZZ,65,65.0,0.0,0.0,0.0,0.0,0.0,0.0
002948,73,2017-07-28,大山,YYY,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
002949,51,2020-08-19,山田,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
002950,73,2017-07-28,佐藤,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
002951,61,2020-08-19,有田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
002952,73,2017-07-28,有田,YYY,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0
002953,71,2020-08-19,有田,YYY,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
002954,73,2017-07-28,有田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
002955,71,2020-08-19,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002956,73,2017-07-28,大山,YYY,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0
002957,74,2020-08-19,大山,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
002958,73,2017-07-28,大山,YYY,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
002959,61,2020-08-19,有田,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
002960,73,2017-07-30,山田,ZZZ,120,120.0,0.0,0.0,0.0,0.0,0.0,0.0
002961,61,2020-08-19,大山,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
002962,73,2017-07-30,山田,YYY,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0
002963,61,2020-08-19,鈴木,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
002964,73,2017-07-30,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
002965,71,2020-08-19,山田,ZZZ,120,120.0,0.0,0.0,0.0,0.0,0.0,0.0
002966,73,2017-07-30,田中,XXX,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
002967,71,2020-08-19,大山,ZZZ,120,120.0,0.0,0.0,0.0,0.0,0.0,0.0
002968,73,2017-07-30,田中,XXX,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
002969,74,2020-08-19,鈴木,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
002970,73,2017-07-30,藤田,VVV,100,99.0,1.0,0.0,0.0,1.0,0.0,0.0
002971,74,2020-08-19,田中,ZZZ,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0
002972,73,2017-07-30,藤田,VVV,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
002973,74,2020-08-19,田中,ZZZ,175,174.0,1.0,0.0,0.0,1.0,0.0,0.0
002974,73,2017-07-30,藤田,VVV,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
002975,74,2020-08-19,田中,WWW,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
002976,73,2017-07-30,田中,XXX,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002977,61,2020-08-20,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002978,73,2017-07-31,藤田,XXX,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
002979,61,2020-08-20,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002980,73,2017-07-31,藤田,XXX,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
002981,18,2020-08-21,山田,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
002982,73,2017-07-31,大山,XXX,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0
002983,18,2020-08-21,山田,ZZZ,35,35.0,0.0,0.0,0.0,0.0,0.0,0.0
002984,73,2017-07-31,大山,XXX,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002985,18,2020-08-21,山田,ZZZ,40,39.0,1.0,0.0,0.0,0.0,0.0,1.0
002986,73,2017-07-31,藤田,XXX,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
002987,20,2020-08-21,山田,XXX,125,125.0,0.0,0.0,0.0,0.0,0.0,0.0
002988,73,2017-07-31,大山,XXX,35,35.0,0.0,0.0,0.0,0.0,0.0,0.0
002989,20,2020-08-21,鈴木,XXX,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
002990,73,2017-08-01,有田,XXX,165,165.0,0.0,0.0,0.0,0.0,0.0,0.0
002991,42,2020-08-21,大山,ZZZ,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0
002992,73,2017-08-01,大山,XXX,35,35.0,0.0,0.0,0.0,0.0,0.0,0.0
002993,42,2020-08-21,山田,WWW,3,2.0,1.0,1.0,0.0,0.0,0.0,0.0
002994,73,2017-08-01,有田,XXX,165,165.0,0.0,0.0,0.0,0.0,0.0,0.0
002995,42,2020-08-21,山田,ZZZ,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0
002996,73,2017-08-01,山田,XXX,35,35.0,0.0,0.0,0.0,0.0,0.0,0.0
002997,42,2020-08-21,大山,ZZZ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
002998,73,2017-08-01,有田,VVV,195,195.0,0.0,0.0,0.0,0.0,0.0,0.0
002999,51,2020-08-21,山田,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
003000,73,2017-08-01,大山,VVV,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
003001,51,2020-08-21,大山,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003002,73,2017-08-01,大山,VVV,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
003003,51,2020-08-21,大山,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
003004,73,2017-08-01,山田,VVV,193,193.0,0.0,0.0,0.0,0.0,0.0,0.0
003005,51,2020-08-21,山田,ZZZ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
003006,73,2017-08-01,大山,VVV,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0
003007,61,2020-08-21,山田,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003008,42,2017-08-02,藤田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
003009,61,2020-08-21,山田,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003010,42,2017-08-02,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003011,61,2020-08-21,山田,ZZZ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
003012,42,2017-08-02,藤田,YYY,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
003013,20,2020-08-22,鈴木,ZZZ,210,210.0,0.0,0.0,0.0,0.0,0.0,0.0
003014,44,2017-08-02,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003015,20,2020-08-22,鈴木,XXX,75,75.0,0.0,0.0,0.0,0.0,0.0,0.0
003016,44,2017-08-02,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003017,20,2020-08-22,大山,XXX,110,110.0,0.0,0.0,0.0,0.0,0.0,0.0
003018,51,2017-08-02,大山,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003019,20,2020-08-22,鈴木,XXX,130,130.0,0.0,0.0,0.0,0.0,0.0,0.0
003020,61,2017-08-02,大山,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
003021,20,2020-08-22,大山,XXX,80,80.0,0.0,0.0,0.0,0.0,0.0,0.0
003022,61,2017-08-02,藤田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
003023,19,2020-08-22,鈴木,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
003024,61,2017-08-02,大山,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
003025,20,2020-08-22,鈴木,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003026,61,2017-08-02,大山,VVV,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0
003027,20,2020-08-22,大山,YYY,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
003028,61,2017-08-02,藤田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
003029,20,2020-08-22,大山,YYY,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
003030,61,2017-08-02,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003031,20,2020-08-22,大山,YYY,43,43.0,0.0,0.0,0.0,0.0,0.0,0.0
003032,61,2017-08-02,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003033,20,2020-08-22,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003034,61,2017-08-02,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003035,18,2020-08-24,山田,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
003036,73,2017-08-02,有田,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003037,19,2020-08-24,大山,QQQ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003038,73,2017-08-02,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003039,19,2020-08-24,大山,QQQ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003040,73,2017-08-02,山田,XXX,238,238.0,0.0,0.0,0.0,0.0,0.0,0.0
003041,19,2020-08-24,大山,QQQ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
003042,73,2017-08-02,有田,XXX,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
003043,19,2020-08-24,大山,QQQ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
003044,73,2017-08-02,山田,XXX,138,138.0,0.0,0.0,0.0,0.0,0.0,0.0
003045,19,2020-08-24,大山,QQQ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
003046,73,2017-08-02,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003047,19,2020-08-24,大山,QQQ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
003048,73,2017-08-02,山田,VVV,192,191.0,1.0,0.0,1.0,0.0,0.0,0.0
003049,19,2020-08-24,大山,QQQ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
003050,73,2017-08-02,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003051,20,2020-08-24,有田,ZZZ,55,55.0,0.0,0.0,0.0,0.0,0.0,0.0
003052,73,2017-08-02,藤田,VVV,192,192.0,0.0,0.0,0.0,0.0,0.0,0.0
003053,20,2020-08-24,有田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
003054,61,2017-08-03,大山,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
003055,20,2020-08-24,大山,ZZZ,55,55.0,0.0,0.0,0.0,0.0,0.0,0.0
003056,61,2017-08-03,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003057,20,2020-08-24,大山,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
003058,61,2017-08-03,有田,YYY,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
003059,20,2020-08-24,山田,ZZZ,55,55.0,0.0,0.0,0.0,0.0,0.0,0.0
003060,61,2017-08-03,大山,YYY,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
003061,20,2020-08-24,山田,ZZZ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
003062,73,2017-08-03,鈴木,XXX,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
003063,20,2020-08-24,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
003064,73,2017-08-03,鈴木,XXX,82,82.0,0.0,0.0,0.0,0.0,0.0,0.0
003065,20,2020-08-24,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
003066,73,2017-08-03,有田,XXX,22,22.0,0.0,0.0,0.0,0.0,0.0,0.0
003067,20,2020-08-24,有田,ZZZ,45,45.0,0.0,0.0,0.0,0.0,0.0,0.0
003068,73,2017-08-03,有田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003069,20,2020-08-24,鈴木,ZZZ,55,55.0,0.0,0.0,0.0,0.0,0.0,0.0
003070,73,2017-08-03,有田,VVV,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0
003071,20,2020-08-24,鈴木,ZZZ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
003072,73,2017-08-03,有田,VVV,16,14.0,2.0,0.0,2.0,0.0,0.0,0.0
003073,20,2020-08-24,有田,XXX,75,75.0,0.0,0.0,0.0,0.0,0.0,0.0
003074,51,2017-08-04,大山,XXX,502,502.0,0.0,0.0,0.0,0.0,0.0,0.0
003075,51,2020-08-24,山田,ZZZ,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0
003076,61,2017-08-04,藤田,YYY,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
003077,51,2020-08-24,大山,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
003078,61,2017-08-04,藤田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
003079,51,2020-08-24,山田,ZZZ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
003080,61,2017-08-04,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003081,51,2020-08-24,山田,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003082,73,2017-08-04,大山,XXX,62,62.0,0.0,0.0,0.0,0.0,0.0,0.0
003083,51,2020-08-24,山田,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
003084,73,2017-08-04,藤田,VVV,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
003085,51,2020-08-24,山田,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
003086,73,2017-08-04,藤田,VVV,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
003087,61,2020-08-24,山田,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003088,73,2017-08-04,藤田,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
003089,64,2020-08-24,山田,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003090,42,2017-08-07,有田,ZZZ,23,23.0,0.0,0.0,0.0,0.0,0.0,0.0
003091,71,2020-08-24,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
003092,42,2017-08-07,有田,ZZZ,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
003093,18,2020-08-25,山田,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003094,42,2017-08-07,大山,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
003095,18,2020-08-25,鈴木,WWW,19,19.0,0.0,0.0,0.0,0.0,0.0,0.0
003096,42,2017-08-07,大山,ZZZ,35,34.0,1.0,0.0,0.0,1.0,0.0,0.0
003097,18,2020-08-25,山田,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
003098,51,2017-08-07,大山,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
003099,18,2020-08-25,山田,ZZZ,25,25.0,0.0,0.0,0.0,0.0,0.0,0.0
003100,61,2017-08-07,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003101,18,2020-08-25,山田,ZZZ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
003102,73,2017-08-07,藤田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
003103,19,2020-08-25,大山,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003104,73,2017-08-07,大山,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
003105,19,2020-08-25,有田,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003106,73,2017-08-07,大山,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003107,19,2020-08-25,有田,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003108,73,2017-08-07,大山,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
003109,20,2020-08-25,有田,ZZZ,55,55.0,0.0,0.0,0.0,0.0,0.0,0.0
003110,73,2017-08-07,大山,VVV,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
003111,20,2020-08-25,有田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
003112,42,2017-08-08,山田,ZZZ,130,130.0,0.0,0.0,0.0,0.0,0.0,0.0
003113,20,2020-08-25,大山,XXX,115,115.0,0.0,0.0,0.0,0.0,0.0,0.0
003114,42,2017-08-08,佐藤,ZZZ,195,195.0,0.0,0.0,0.0,0.0,0.0,0.0
003115,20,2020-08-25,山田,XXX,75,75.0,0.0,0.0,0.0,0.0,0.0,0.0
003116,42,2017-08-08,山田,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
003117,20,2020-08-25,有田,XXX,130,130.0,0.0,0.0,0.0,0.0,0.0,0.0
003118,42,2017-08-08,藤田,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
003119,42,2020-08-25,鈴木,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
003120,42,2017-08-08,山田,YYY,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003121,20,2020-08-25,山田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
003122,42,2017-08-08,山田,YYY,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
003123,20,2020-08-25,山田,YYY,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
003124,42,2017-08-08,山田,ZZZ,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0
003125,20,2020-08-25,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003126,42,2017-08-08,佐藤,ZZZ,260,260.0,0.0,0.0,0.0,0.0,0.0,0.0
003127,61,2020-08-25,山田,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
003128,42,2017-08-08,藤田,YYY,35,35.0,0.0,0.0,0.0,0.0,0.0,0.0
003129,61,2020-08-25,山田,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
003130,42,2017-08-08,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003131,61,2020-08-25,山田,ZZZ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
003132,42,2017-08-08,大山,ZZZ,180,180.0,0.0,0.0,0.0,0.0,0.0,0.0
003133,61,2020-08-25,山田,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003134,42,2017-08-08,大山,ZZZ,40,39.0,1.0,0.0,0.0,1.0,0.0,0.0
003135,61,2020-08-25,山田,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
003136,42,2017-08-08,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003137,61,2020-08-25,山田,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
003138,42,2017-08-08,山田,YYY,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
003139,61,2020-08-25,山田,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
003140,42,2017-08-08,山田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
003141,64,2020-08-25,大山,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
003142,51,2017-08-08,藤田,ZZZ,160,160.0,0.0,0.0,0.0,0.0,0.0,0.0
003143,64,2020-08-25,鈴木,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
003144,51,2017-08-08,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003145,64,2020-08-25,鈴木,WWW,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
003146,42,2017-08-09,藤田,YYY,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
003147,74,2020-08-25,山田,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
003148,42,2017-08-09,藤田,YYY,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
003149,19,2020-08-26,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
003150,42,2017-08-09,藤田,YYY,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
003151,19,2020-08-26,田中,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
003152,42,2017-08-09,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003153,19,2020-08-26,大山,ZZZ,120,120.0,0.0,0.0,0.0,0.0,0.0,0.0
003154,51,2017-08-09,藤田,YYY,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0
003155,19,2020-08-26,大山,QQQ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
003156,51,2017-08-09,有田,VVV,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
003157,19,2020-08-26,大山,QQQ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003158,51,2017-08-09,佐藤,VVV,352,352.0,0.0,0.0,0.0,0.0,0.0,0.0
003159,19,2020-08-26,大山,QQQ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003160,61,2017-08-09,有田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003161,20,2020-08-26,大山,XXX,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0
003162,73,2017-08-09,有田,VVV,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
003163,42,2020-08-26,山田,ZZZ,200,200.0,0.0,0.0,0.0,0.0,0.0,0.0
003164,73,2017-08-09,有田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003165,42,2020-08-26,山田,ZZZ,80,80.0,0.0,0.0,0.0,0.0,0.0,0.0
003166,42,2017-08-10,大山,XXX,50,49.0,1.0,0.0,0.0,1.0,0.0,0.0
003167,18,2020-08-26,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003168,42,2017-08-10,大山,XXX,35,35.0,0.0,0.0,0.0,0.0,0.0,0.0
003169,42,2020-08-26,山田,ZZZ,250,250.0,0.0,0.0,0.0,0.0,0.0,0.0
003170,42,2017-08-10,大山,XXX,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
003171,18,2020-08-26,山田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
003172,42,2017-08-10,山田,XXX,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
003173,42,2020-08-26,有田,ZZZ,25,25.0,0.0,0.0,0.0,0.0,0.0,0.0
003174,42,2017-08-10,山田,XXX,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
003175,19,2020-08-26,山田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
003176,42,2017-08-10,山田,XXX,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
