"LOTNO","UDATE","SNO","PAL_1","PAL_2","PAL_3"
"a001",2021/06/01 8:01:50,411,22.4482,1.3632963,0.15317
"a001",2021/06/01 8:01:50,412,21.8853,0.99253,0.03156
"a001",2021/06/01 8:01:50,413,21.91383,0.45863,0.04165
"a001",2021/06/01 8:01:50,414,21.7936,1.31238,0.03207
"a001",2021/06/01 8:01:50,415,20.67498,1.1083972,0.06059
"a001",2021/06/01 8:01:50,416,19.97285,0.95424332,0.08021
"a001",2021/06/01 8:01:50,417,20.99472,4.5317176,0.11344
"a001",2021/06/01 8:01:50,418,20.6555,0.71075,0.05762
"a001",2021/06/01 8:01:50,419,21.04372,1.28824,0.07765
"a001",2021/06/01 8:01:50,420,20.40673,1.22146136,0.04633
"a001",2021/06/01 8:01:50,421,21.13311,1.5183898,0.17366
"a001",2021/06/01 8:01:50,422,20.36852,0.8972,0.07808
"a001",2021/06/01 8:01:50,423,20.86624,0.86736,0.12551
"a001",2021/06/01 8:01:50,424,20.5888,1.85653,0.0252
"a001",2021/06/01 8:01:50,425,21.55801,1.495322,0.02009
"a001",2021/06/01 8:01:50,426,20.69237,1.5386,0.0377
"a001",2021/06/01 8:01:50,427,21.40281,1.3704262,0.0936
"a001",2021/06/01 8:01:50,428,20.29403,1.79456,0.02842
"a001",2021/06/01 8:01:50,429,21.63161,1.5248276,0.0708
"a001",2021/06/01 8:01:50,430,21.2607,1.55913,0.02831
"a001",2021/06/01 8:01:50,431,21.12966,5.0367978,0.33012
"a001",2021/06/01 8:01:50,432,21.24464,1.0677664,0.0585
"a001",2021/06/01 8:01:50,433,0,0,0
"a001",2021/06/01 8:01:50,434,22.52789,0.9086594,0.06614
"a001",2021/06/01 8:01:50,435,22.1168,2.098451,0.10224
"a001",2021/06/01 8:01:50,436,23.24414,6.412286,0.10388
"a001",2021/06/01 8:01:50,437,22.80904,1.2869213,0.06561
"a001",2021/06/01 8:01:50,438,23.21799,0.55502072,0.06936
"a001",2021/06/01 8:01:50,439,22.69353,12.0100133,0.08817
"a001",2021/06/01 8:01:50,440,22.47858,2.78205,0.05246
"a001",2021/06/01 8:01:50,441,23.41717,9.416494,0.17059
"a001",2021/06/01 8:01:50,442,24.21883,13.69565,0.07015
"a001",2021/06/01 8:01:50,443,23.39619,7.681802,0.10334
"a001",2021/06/01 8:01:50,444,22.9885,3.2951562,0.13071
"a001",2021/06/01 8:01:50,445,24.22903,4.5175432,0.19028
"a001",2021/06/01 8:01:50,446,23.17572,0.9916,0.07285
"a001",2021/06/01 8:01:50,447,23.96447,11.176463,0.54442
"a001",2021/06/01 8:01:50,448,23.43971,8.17842003,0.39656
"a001",2021/06/01 8:01:50,449,0,0,0
"a001",2021/06/01 8:01:50,450,21.58228,1.7382725,0.06303
"a001",2021/06/01 8:01:50,451,20.16938,0.76816,0.04733
"a001",2021/06/01 8:01:50,452,20.53298,0.76273,0.02498
"a001",2021/06/01 8:01:50,453,20.29696,1.2345884,0.04142
"a001",2021/06/01 8:01:50,454,20.25712,1.5430969,0.03994
"a001",2021/06/01 8:01:50,455,0,0,0
"a001",2021/06/01 8:01:50,456,20.3649,0.71474,0.06069
"a001",2021/06/01 8:01:50,457,21.4174,0.61185,0.0181
"a001",2021/06/01 8:01:50,458,20.11559,1.2823632,0.03304
"a001",2021/06/01 8:01:50,459,20.27245,0.553347,0.03169
"a001",2021/06/01 8:01:50,460,20.76455,1.7937178,0.08269
"a001",2021/06/01 8:01:50,461,21.45501,1.0638163,0.04844
"a001",2021/06/01 8:01:50,462,20.72427,1.2891187,0.12663
"a001",2021/06/01 8:01:50,463,20.94216,0.62986,0.0472
"a001",2021/06/01 8:01:50,464,20.38034,9.87885004,0.88957
"a001",2021/06/01 8:01:50,465,20.4049,0.767796,0.08273
"a001",2021/06/01 8:01:50,466,20.93475,1.5015619,0.09077
"a001",2021/06/01 8:01:50,467,21.27159,0.81458,0.05209
"a001",2021/06/01 8:01:50,468,21.99277,2.1652616,0.10033
"a001",2021/06/01 8:01:50,469,20.30817,0.830131,0.14151
"a001",2021/06/01 8:01:50,470,20.61777,1.58394,0.08436
"a001",2021/06/01 8:01:50,471,20.48006,1.91602,0.06896
"a001",2021/06/01 8:01:50,472,20.92729,1.33077,0.08557
"a001",2021/06/01 8:01:50,473,20.35577,1.23132,0.04707
"a001",2021/06/01 8:01:50,474,19.82088,106.5613,0.06599
"a001",2021/06/01 8:01:50,475,20.66194,1.217461,0.08724
"a001",2021/06/01 8:01:50,476,18.97764,1.67424,0.04558
"a001",2021/06/01 8:01:50,477,21.10348,1.31873,0.10078
"a001",2021/06/01 8:01:50,478,21.37066,4.367159,0.14353
"a001",2021/06/01 8:01:50,479,21.5337,1.31512,0.11874
"a001",2021/06/01 8:01:50,480,21.09053,1.62117,0.04771
"a001",2021/06/01 8:01:50,481,21.23597,1.2288,0.07079
"a001",2021/06/01 8:01:50,482,22.01322,1.75201,0.04282
"a001",2021/06/01 8:01:50,483,20.46008,1.2451,0.06531
"a001",2021/06/01 8:01:50,484,21.53412,1.3797036,0.06936
"a001",2021/06/01 8:01:50,485,20.59738,2.1305659,0.04029
"a001",2021/06/01 8:01:50,486,21.15636,2.27876,0.09322
"a001",2021/06/01 8:01:50,487,21.20735,1.61713,0.05368
"a001",2021/06/01 8:01:50,488,21.58208,1.3434,0.03764
"a001",2021/06/01 8:01:50,489,20.86624,1.5279,0.08331
"a001",2021/06/01 8:01:50,490,21.61284,1.62082,0.05846
"a001",2021/06/01 8:01:50,491,21.36911,1.2477967,0.11529
"a001",2021/06/01 8:01:50,492,21.37835,1.2411802,0.08577
"a001",2021/06/01 8:01:50,493,23.31209,5.650267,0.21404
"a001",2021/06/01 8:01:50,494,21.0259,1.10842,0.12109
"a001",2021/06/01 8:01:50,495,20.82837,1.6539249,0.07206
"a001",2021/06/01 8:01:50,496,22.4558,1.32370476,0.05684
"a001",2021/06/01 8:01:50,497,22.17752,1.62073,0.03384
"a001",2021/06/01 8:01:50,498,21.39168,1.51254,0.14326
"a001",2021/06/01 8:01:50,499,21.90136,1.09311,0.04162
"a001",2021/06/01 8:01:50,500,21.68909,1.60632,0.09225
"a001",2021/06/01 8:01:50,501,22.30134,1.2734009,0.096
"a001",2021/06/01 8:01:50,502,22.15855,1.2120779,0.06822
"a001",2021/06/01 8:01:50,503,21.63005,1.032775,0.09684
"a001",2021/06/01 8:01:50,504,22.18837,0.93923,0.06748
"a001",2021/06/01 8:01:50,505,18.99066,0.890743,0.0497
"a001",2021/06/01 8:01:50,506,20.07091,0.8445009,0.06017
"a001",2021/06/01 8:01:50,507,19.64676,1.0841,0.03972
"a001",2021/06/01 8:01:50,508,20.34274,1.9352462,0.0811
"a001",2021/06/01 8:01:50,509,21.53832,1.5487597,0.08492
"a001",2021/06/01 8:01:50,510,20.50463,0.97268,0.01463
"a001",2021/06/01 8:01:50,511,20.78995,1.0120038,0.04717
"a001",2021/06/01 8:01:50,512,20.51426,0.81880619,0.04822
"a001",2021/06/01 8:01:50,513,20.86284,0.72925769,0.01035
"a001",2021/06/01 8:01:50,514,21.15256,0.87401,0.03881
"a001",2021/06/01 8:01:50,515,20.93267,0.9312,0.10265
"a001",2021/06/01 8:01:50,516,21.07992,1.0473,0.04263
"a001",2021/06/01 8:01:50,517,20.41407,0.97232,0.02663
"a001",2021/06/01 8:01:50,518,20.93944,0.93421,0.04998
"a001",2021/06/01 8:01:50,519,20.86641,1.53219,0.08233
"a001",2021/06/01 8:01:50,520,21.67946,0.5569,0.10107
"a001",2021/06/01 8:01:50,521,21.32476,1.541777,0.08673
"a001",2021/06/01 8:01:50,522,21.45337,6.757021,0.09584
"a001",2021/06/01 8:01:50,523,19.70353,1.7907975,0.04982
"a001",2021/06/01 8:01:50,524,19.67661,8.450404,0.11398
"a001",2021/06/01 8:01:50,525,20.79995,1.31806848,0.04461
"a001",2021/06/01 8:01:50,526,21.66649,1.53796,0.05589
"a001",2021/06/01 8:01:50,527,20.41122,1.1605,0.04417
"a001",2021/06/01 8:01:50,528,20.94589,1.5630921,0.07024
"a001",2021/06/01 8:01:50,529,20.99578,1.6341719,0.0331
"a001",2021/06/01 8:01:50,530,20.44225,1.262602,0.11286
"a001",2021/06/01 8:01:50,531,19.86415,0.8290006,0.03812
"a001",2021/06/01 8:01:50,532,21.75459,1.8556079,0.11613
"a001",2021/06/01 8:01:50,533,21.59779,1.6317897,0.04065
"a001",2021/06/01 8:01:50,534,20.4018,0.516115,0.04824
"a001",2021/06/01 8:01:50,535,21.25973,0.74417,0.05047
"a001",2021/06/01 8:01:50,536,20.76213,1.59286,0.06909
"a001",2021/06/01 8:01:50,537,20.64844,0.495214,0.05653
"a001",2021/06/01 8:01:50,538,21.37645,0.99276,0.0924
"a001",2021/06/01 8:01:50,539,20.57224,1.9634046,0.06176
"a001",2021/06/01 8:01:50,540,20.84315,1.41469,0.0679
"a001",2021/06/01 8:01:50,541,20.35328,1.4167107,0.02151
"a001",2021/06/01 8:01:50,542,20.83936,0.93985,0.05482
"a001",2021/06/01 8:01:50,543,20.82792,1.2093521,0.0739
"a001",2021/06/01 8:01:50,544,0,0,0
"a001",2021/06/01 8:01:50,545,20.76985,1.3373217,0.08316
"a001",2021/06/01 8:01:50,546,20.88186,1.09871,0.05029
"a001",2021/06/01 8:01:50,547,19.80597,0.5377252,0.0248
"a001",2021/06/01 8:01:50,548,20.58798,1.66711,0.07144
"a001",2021/06/01 8:01:50,549,20.57906,0.98865,0.06343
"a001",2021/06/01 8:01:50,550,21.36398,1.14165,0.02866
"a001",2021/06/01 8:01:50,551,21.43843,0.83772,0.06897
"a001",2021/06/01 8:01:50,552,21.82168,0.88906,0.05498
"a001",2021/06/01 8:01:50,553,21.86366,1.03291,0.09764
"a001",2021/06/01 8:01:50,554,21.49498,1.60996,0.05832
"a001",2021/06/01 8:01:50,555,21.10572,0.81519,0.05984
"a001",2021/06/01 8:01:50,556,21.61395,0.8214,0.0633
"a001",2021/06/01 8:01:50,557,21.37482,0.46741,0.06527
"a001",2021/06/01 8:01:50,558,21.82911,1.3293661,0.02999
"a001",2021/06/01 8:01:50,559,19.66706,2.30784,0.07917
"a001",2021/06/01 8:01:50,560,20.4601,0.7983,0.07552
"a001",2021/06/01 8:01:50,561,20.97108,3.45778,0.21495
"a001",2021/06/01 8:01:50,562,20.90836,1.63703,0.0945
"a001",2021/06/01 8:01:50,563,20.71627,1.6140398,0.06756
"a001",2021/06/01 8:01:50,564,21.71652,1.93655,0.0773
"a001",2021/06/01 8:01:50,565,21.21907,0.71125,0.07695
"a001",2021/06/01 8:01:50,566,20.97664,1.336124,0.0366
"a001",2021/06/01 8:01:50,567,21.06436,2.9912833,0.05462
"a001",2021/06/01 8:01:50,568,21.28835,1.93221,0.04403
"a001",2021/06/01 8:01:50,569,21.38667,13.417776,0.22563
"a001",2021/06/01 8:01:50,570,20.92635,0.80845,0.04094
"a001",2021/06/01 8:01:50,571,20.45149,1.4957684,0.113
"a001",2021/06/01 8:01:50,572,21.05636,1.6284,0.07089
"a001",2021/06/01 8:01:50,573,20.7063,1.01078,0.06119
"a001",2021/06/01 8:01:50,574,20.8272,1.021531,0.06523
"a001",2021/06/01 8:01:50,575,20.83374,2.0597341,0.07708
"a001",2021/06/01 8:01:50,576,21.20672,1.33717,0.0627
"a001",2021/06/01 8:01:50,577,20.8797,0.7409589,0.03593
"a001",2021/06/01 8:01:50,578,20.45581,1.0656109,0.03475
"a001",2021/06/01 8:01:50,579,20.76897,1.62162,0.05902
"a001",2021/06/01 8:01:50,580,20.46246,1.04245,0.08868
"a001",2021/06/01 8:01:50,581,20.50392,0.83489,0.08508
"a001",2021/06/01 8:01:50,582,20.4489,1.53164,0.0644
"a001",2021/06/01 8:01:50,583,20.24252,1.27816,0.07307
"a001",2021/06/01 8:01:50,584,20.43528,0.6889221,0.10694
"a001",2021/06/01 8:01:50,585,20.51782,0.9985701,0.06993
"a001",2021/06/01 8:01:50,586,20.71161,0.88057,0.07316
"a001",2021/06/01 8:01:50,587,20.57345,1.059974,0.14384
"a001",2021/06/01 8:01:50,588,21.17412,0.64225,0.06378
"a001",2021/06/01 8:01:50,589,21.49466,1.286129,0.06012
"a001",2021/06/01 8:01:50,590,20.96094,1.9350393,0.03159
"a001",2021/06/01 8:01:50,591,21.51941,0.48032,0.13793
"a001",2021/06/01 8:01:50,592,20.39639,1.0744,0.04308
"a001",2021/06/01 8:01:50,593,21.24116,0.74134,0.03482
"a001",2021/06/01 8:01:50,594,20.86833,0.82982,0.04227
"a001",2021/06/01 8:01:50,595,20.36488,0.43517,0.05163
"a001",2021/06/01 8:01:50,596,20.76551,0.91728366,0.06121
"a001",2021/06/01 8:01:50,597,20.59614,0.7926906,0.06516
"a001",2021/06/01 8:01:50,598,21.45112,1.4362251,0.08033
"a001",2021/06/01 8:01:50,599,21.28768,1.30678,0.09466
"a001",2021/06/01 8:01:50,600,20.61879,1.20348,0.11814
"a001",2021/06/01 8:01:50,601,20.57205,1.0249372,0.06233
"a001",2021/06/01 8:01:50,602,20.14513,1.58752,0.03201
"a001",2021/06/01 8:01:50,603,20.20093,0.78026,0.01842
"a001",2021/06/01 8:01:50,604,20.35479,0.8812,0.02054
"a001",2021/06/01 8:01:50,605,21.61069,1.5650997,0.02767
"a001",2021/06/01 8:01:50,606,21.12329,2.0163452,0.13182
"a001",2021/06/01 8:01:50,607,20.55296,0.86944,0.03613
"a001",2021/06/01 8:01:50,608,20.85874,1.55835,0.01861
"a001",2021/06/01 8:01:50,609,21.28731,1.04596,0.02649
"a001",2021/06/01 8:01:50,610,20.94248,1.3153,0.1068
"a001",2021/06/01 8:01:50,611,21.24182,1.53571,0.05683
"a001",2021/06/01 8:01:50,612,20.9101,0.7800801,0.10037
"a001",2021/06/01 8:01:50,613,20.33434,1.37107,0.05861
"a001",2021/06/01 8:01:50,614,20.30959,1.20974,0.02322
"a001",2021/06/01 8:01:50,615,20.29657,1.6963188,0.0525
"a001",2021/06/01 8:01:50,616,19.98089,1.16214,0.02206
"a001",2021/06/01 8:01:50,617,20.97545,1.3968902,0.10977
"a001",2021/06/01 8:01:50,618,20.55745,2.48671,0.02529
"a001",2021/06/01 8:01:50,619,20.37988,1.61805,0.07633
"a001",2021/06/01 8:01:50,620,19.48476,1.24106872,0.07641
"a001",2021/06/01 8:01:50,621,20.69685,1.3332,0.05803
"a001",2021/06/01 8:01:50,622,20.92519,1.93227,0.03271
"a001",2021/06/01 8:01:50,623,20.95345,1.38773,0.04471
"a001",2021/06/01 8:01:50,624,21.75836,1.434852,0.02403
"a001",2021/06/01 8:01:50,625,0,0,0
"a001",2021/06/01 8:01:50,626,20.72732,1.33922,0.03289
"a001",2021/06/01 8:01:50,627,20.22984,1.58831,0.13123
"a001",2021/06/01 8:01:50,628,20.45288,1.82452,0.05676
"a001",2021/06/01 8:01:50,629,21.46405,1.22168,0.10839
"a001",2021/06/01 8:01:50,630,21.10533,1.50084,0.06924
"a001",2021/06/01 8:01:50,631,21.20114,1.6393251,0.07015
"a001",2021/06/01 8:01:50,632,23.10678,3.4182903,0.39486
"a001",2021/06/01 8:01:50,633,22.16058,1.08961,0.08368
"a001",2021/06/01 8:01:50,634,21.47047,0.9757,0.05383
"a001",2021/06/01 8:01:50,635,21.29284,1.39372,0.0592
"a001",2021/06/01 8:01:50,636,21.57021,1.22765332,0.11741
"a001",2021/06/01 8:01:50,637,21.26626,1.55967,0.05091
"a001",2021/06/01 8:01:50,638,21.34927,1.126569,0.10547
"a001",2021/06/01 8:01:50,639,21.37517,1.35686,0.0748
"a001",2021/06/01 8:01:50,640,21.74431,1.08794,0.17586
"a001",2021/06/01 8:01:50,641,22.07415,1.0449051,0.1016
"a001",2021/06/01 8:01:50,642,21.76847,1.6732206,0.04023
"a001",2021/06/01 8:01:50,643,0,0,0
"a001",2021/06/01 8:01:50,644,21.85798,1.2378,0.12024
"a001",2021/06/01 8:01:50,645,21.78404,1.04569,0.02483
"a001",2021/06/01 8:01:50,646,22.51657,0.82169,0.06294
"a001",2021/06/01 8:01:50,647,21.46185,1.50234,0.07446
"a001",2021/06/01 8:01:50,648,21.87894,1.20173,0.04713
"a001",2021/06/01 8:01:50,649,20.3599,0.93555,0.06378
"a001",2021/06/01 8:01:50,650,20.01181,1.2588357,0.07815
"a001",2021/06/01 8:01:50,651,20.16786,0.8649976,0.04257
"a001",2021/06/01 8:01:50,652,19.31871,0.9475,0.02603
"a001",2021/06/01 8:01:50,653,20.33346,0.9134887,0.05301
"a001",2021/06/01 8:01:50,654,20.61167,1.44007386,0.04221
"a001",2021/06/01 8:01:50,655,20.64925,0.7836,0.05088
"a001",2021/06/01 8:01:50,656,20.33524,1.32992,0.08109
"a001",2021/06/01 8:01:50,657,20.20485,1.40649,0.11488
"a001",2021/06/01 8:01:50,658,21.14392,1.3913534,0.02453
"a001",2021/06/01 8:01:50,659,20.49331,0.75882,0.02471
"a001",2021/06/01 8:01:50,660,21.19343,1.332728,0.03499
"a001",2021/06/01 8:01:50,661,21.77018,1.3136872,0.06673
"a001",2021/06/01 8:01:50,662,20.12852,0.79045,0.03706
"a001",2021/06/01 8:01:50,663,20.28917,1.01555,0.04605
"a001",2021/06/01 8:01:50,664,21.26565,0.6411334,0.02584
"a001",2021/06/01 8:01:50,665,21.11174,1.67498,0.02928
"a001",2021/06/01 8:01:50,666,20.5025,0.41967,0.07023
"a001",2021/06/01 8:01:50,667,20.14761,0.98655,0.02438
"a001",2021/06/01 8:01:50,668,21.808,1.52816626,0.06969
"a001",2021/06/01 8:01:50,669,21.28506,1.132604,0.07174
"a001",2021/06/01 8:01:50,670,20.50781,0.71502,0.08645
"a001",2021/06/01 8:01:50,671,21.2784,0.9453,0.03315
"a001",2021/06/01 8:01:50,672,21.55611,1.0795479,0.06075
"a001",2021/06/01 8:01:50,673,20.66987,0.9424,0.03258
"a001",2021/06/01 8:01:50,674,20.9686,1.3089834,0.04456
"a001",2021/06/01 8:01:50,675,20.83746,1.0721636,0.04755
"a001",2021/06/01 8:01:50,676,21.48394,0.6821,0.05847
"a001",2021/06/01 8:01:50,677,20.4308,1.077461,0.08287
"a001",2021/06/01 8:01:50,678,20.99476,1.07234432,0.09145
"a001",2021/06/01 8:01:50,679,20.82989,1.8192069,0.04139
"a001",2021/06/01 8:01:50,680,21.16735,1.14084,0.09136
"a001",2021/06/01 8:01:50,681,20.9021,1.6844142,0.04059
"a001",2021/06/01 8:01:50,682,21.85062,2.3531959,0.03722
"a001",2021/06/01 8:01:50,683,21.2687,0.917,0.11254
"a001",2021/06/01 8:01:50,684,21.41081,0.94631,0.04554
"a001",2021/06/01 8:01:50,685,19.80688,1.5391763,0.04576
"a001",2021/06/01 8:01:50,686,20.4481,1.5336826,0.02406
"a001",2021/06/01 8:01:50,687,20.81946,1.1397,0.04246
"a001",2021/06/01 8:01:50,688,21.25055,0.86546,0.06903
"a001",2021/06/01 8:01:50,689,20.83473,1.6147571,0.04378
"a001",2021/06/01 8:01:50,690,20.75849,1.05182,0.04813
"a001",2021/06/01 8:01:50,691,0,0,0
"a001",2021/06/01 8:01:50,692,20.33341,1.400144,0.05339
"a001",2021/06/01 8:01:50,693,20.88416,1.26933822,0.06933
"a001",2021/06/01 8:01:50,694,20.61454,1.18559,0.05606
"a001",2021/06/01 8:01:50,695,20.7814,1.47834,0.0262
"a001",2021/06/01 8:01:50,696,21.10483,2.0164229,0.03927
"a001",2021/06/01 8:01:50,697,21.30715,1.06518058,0.06726
"a001",2021/06/01 8:01:50,698,20.52854,0.7484906,0.03755
"a001",2021/06/01 8:01:50,699,21.50227,1.30227601,0.06508
"a001",2021/06/01 8:01:50,700,20.4677,1.20962,0.03968
"a001",2021/06/01 8:01:50,701,21.06435,1.48283,0.09663
"a001",2021/06/01 8:01:50,702,20.64503,1.430771,0.03139
"a001",2021/06/01 8:01:50,703,21.15644,0.99879,0.0621
"a001",2021/06/01 8:01:50,704,20.97756,0.86433,0.0614
"a001",2021/06/01 8:01:50,705,20.84284,1.16458597,0.05064
"a001",2021/06/01 8:01:50,706,20.10363,1.2726,0.0413
"a001",2021/06/01 8:01:50,707,21.38503,1.18614,0.06016
"a001",2021/06/01 8:01:50,708,20.53991,1.3030471,0.06168
"a001",2021/06/01 8:01:50,709,21.06434,1.33734,0.03505
"a001",2021/06/01 8:01:50,710,20.71491,1.45711,0.11809
"a001",2021/06/01 8:01:50,711,21.44714,1.0841356,0.07854
"a001",2021/06/01 8:01:50,712,21.15475,1.12557475,0.05431
"a001",2021/06/01 8:01:50,713,20.56681,1.6969019,0.08286
"a001",2021/06/01 8:01:50,714,20.77213,8.3877213,0.61892
"a001",2021/06/01 8:01:50,715,21.00646,2.1403249,0.11716
"a001",2021/06/01 8:01:50,716,20.53525,0.86009673,0.12427
"a001",2021/06/01 8:01:50,717,20.50369,2.693120672,0.04545
"a001",2021/06/01 8:01:50,718,21.44459,1.66563,0.07793
"a001",2021/06/01 8:01:50,719,20.59863,1.38004,0.04839
"a001",2021/06/01 8:01:50,720,20.84731,1.3227962,0.1004
"a001",2021/06/01 8:01:50,721,20.81353,0.7866962,0.05091
"a001",2021/06/01 8:01:50,722,20.66396,1.40057,0.04341
"a001",2021/06/01 8:01:50,723,20.82992,12.5874609,0.7433
"a001",2021/06/01 8:01:50,724,20.46591,1.7481342,0.03457
"a001",2021/06/01 8:01:50,725,20.61755,1.27459,0.03961
"a001",2021/06/01 8:01:50,726,20.23581,1.2848393,0.07761
"a001",2021/06/01 8:01:50,727,21.27893,0.9917729,0.06213
"a001",2021/06/01 8:01:50,728,0,0,0
"a001",2021/06/01 8:01:50,729,20.38914,1.01112,0.02621
"a001",2021/06/01 8:01:50,730,21.03783,1.48591,0.07057
"a001",2021/06/01 8:01:50,731,0,0,0
"a001",2021/06/01 8:01:50,732,21.36448,1.04296,0.09486
"a001",2021/06/01 8:01:50,733,23.35236,1.9094,0.13657
"a001",2021/06/01 8:01:50,734,21.87349,0.7849923,0.04939
"a001",2021/06/01 8:01:50,735,21.68502,0.6848,0.05469
"a001",2021/06/01 8:01:50,736,0,0,0
"a001",2021/06/01 8:01:50,737,21.42157,0.8262523,0.04884
"a001",2021/06/01 8:01:50,738,21.98741,1.5960415,0.14524
"a001",2021/06/01 8:01:50,739,21.14069,2.2876623,0.06801
"a001",2021/06/01 8:01:50,740,21.47757,1.0706033,0.10732
"a001",2021/06/01 8:01:50,741,21.24281,0.5616403,0.05421
"a001",2021/06/01 8:01:50,742,21.00253,2.258371,0.03116
"a001",2021/06/01 8:01:50,743,0,0,0
"a001",2021/06/01 8:01:50,744,21.57849,1.017539354,0.05409
"a001",2021/06/01 8:01:50,745,0,0,0
"a001",2021/06/01 8:01:50,746,21.14522,0.728582,0.0384
"a001",2021/06/01 8:01:50,747,20.96363,1.12556,0.06707
"a001",2021/06/01 8:01:50,748,20.58378,1.2005685,0.02937
"a001",2021/06/01 8:01:50,749,20.38694,95.421987,0.06785
"a001",2021/06/01 8:01:50,750,21.07156,1.377247,0.0652
"a001",2021/06/01 8:01:50,751,20.75625,1.6369094,0.05436
"a001",2021/06/01 8:01:50,752,0,0,0
"a001",2021/06/01 8:01:50,753,0,0,0
"a001",2021/06/01 8:01:50,754,21.20213,1.07577,0.03711
"a001",2021/06/01 8:01:50,755,20.47075,5.547293,0.80047
"a001",2021/06/01 8:01:50,756,20.71508,0.86523,0.03406
"a001",2021/06/01 8:01:50,757,19.78238,1.44541,0.04668
"a001",2021/06/01 8:01:50,758,20.12534,1.13506,0.05199
"a001",2021/06/01 8:01:50,759,21.1547,1.7448692,0.07896
"a001",2021/06/01 8:01:50,760,20.30606,1.68033,0.08939
"a001",2021/06/01 8:01:50,761,20.93986,1.6516,0.04489
"a001",2021/06/01 8:01:50,762,20.94425,2.0802438,0.04231
"a001",2021/06/01 8:01:50,763,20.84292,1.99685,0.04456
"a001",2021/06/01 8:01:50,764,20.58526,1.610084,0.101
"a001",2021/06/01 8:01:50,765,20.55017,1.40918,0.08984
"a001",2021/06/01 8:01:50,766,20.68703,2.37111796,0.06382
"a001",2021/06/01 8:01:50,767,21.25845,1.4203609,0.08961
"a001",2021/06/01 8:01:50,768,21.51105,0.99166,0.16819
"a001",2021/06/01 8:01:50,769,21.08512,1.8109,0.04833
"a001",2021/06/01 8:01:50,770,21.55395,0.91428,0.06792
"a001",2021/06/01 8:01:50,771,21.01117,1.6876075,0.06068
"a001",2021/06/01 8:01:50,772,21.69757,1.72707,0.07316
"a001",2021/06/01 8:01:50,773,20.76494,1.39045,0.05458
"a001",2021/06/01 8:01:50,774,21.52374,1.9681,0.11713
"a001",2021/06/01 8:01:50,775,21.21141,1.3571109,0.06915
"a001",2021/06/01 8:01:50,776,22.28105,1.7000705,0.05828
"a001",2021/06/01 8:01:50,777,20.63383,3.526932,0.11819
"a001",2021/06/01 8:01:50,778,20.90372,2.15540327,0.15097
"a001",2021/06/01 8:01:50,779,23.27668,1.31927,0.10042
"a001",2021/06/01 8:01:50,780,22.11224,1.61019,0.05915
"a001",2021/06/01 8:01:50,781,21.34912,1.6758122,0.03943
"a001",2021/06/01 8:01:50,782,21.72212,1.03183,0.05908
"a001",2021/06/01 8:01:50,783,21.75537,1.44052,0.03983
"a001",2021/06/01 8:01:50,784,21.29319,1.138,0.0245
"a001",2021/06/01 8:01:50,785,21.6171,1.43297,0.06107
"a001",2021/06/01 8:01:50,786,22.76393,1.48229,0.07257
"a001",2021/06/01 8:01:50,787,22.00324,2.8065997,0.04102
"a001",2021/06/01 8:01:50,788,25.32244,26.8265632,3.84238
"a001",2021/06/01 8:01:50,789,20.94213,1.0300169,0.04488
"a001",2021/06/01 8:01:50,790,22.14596,1.294175,0.07437
"a001",2021/06/01 8:01:50,791,0,0,0
"a001",2021/06/01 8:01:50,792,25.09346,1.115199,0.04331
"a001",2021/06/01 8:01:50,793,19.62861,1.12889,0.03068
"a001",2021/06/01 8:01:50,794,20.70254,0.89373,0.08352
"a001",2021/06/01 8:01:50,795,20.65098,0.605903,0.03102
"a001",2021/06/01 8:01:50,796,20.16652,0.78027,0.07474
"a001",2021/06/01 8:01:50,797,20.31881,0.5725124,0.01884
"a001",2021/06/01 8:01:50,798,20.79045,4.9783789,0.1341
"a001",2021/06/01 8:01:50,799,20.11836,0.74474071,0.05396
"a001",2021/06/01 8:01:50,800,20.73841,1.7988531,0.05794
"a001",2021/06/01 8:01:50,801,20.14482,0.8267019,0.07452
"a001",2021/06/01 8:01:50,802,21.50409,0.621,0.04687
"a001",2021/06/01 8:01:50,803,20.54853,0.66621,0.04372
"a001",2021/06/01 8:01:50,804,20.92864,1.48016,0.07567
"a001",2021/06/01 8:01:50,805,21.61818,1.025315,0.06023
"a001",2021/06/01 8:01:50,806,20.0514,0.79163,0.04937
"a001",2021/06/01 8:01:50,807,21.36276,0.9077919,0.02968
"a001",2021/06/01 8:01:50,808,20.80335,0.713119,0.03901
"a001",2021/06/01 8:01:50,809,20.65716,0.6984,0.03409
"a001",2021/06/01 8:01:50,810,21.17419,0.8997609,0.03617
"a001",2021/06/01 8:01:50,811,20.86806,1.21516,0.06059
"a001",2021/06/01 8:01:50,812,21.12056,0.701446,0.0664
"a001",2021/06/01 8:01:50,813,21.59827,0.68019,0.10011
"a001",2021/06/01 8:01:50,814,21.04738,0.587988,0.0662
"a001",2021/06/01 8:01:50,815,20.76498,2.4390604,0.04967
"a001",2021/06/01 8:01:50,816,21.50682,2.2783149,0.08203
"a001",2021/06/01 8:01:50,817,20.35925,1.6898478,0.05426
"a001",2021/06/01 8:01:50,818,21.22831,1.30079,0.06163
"a001",2021/06/01 8:01:50,819,20.84462,1.0421641,0.03006
"a001",2021/06/01 8:01:50,820,20.54302,0.83812,0.04522
